,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
4272,1397696241648218118,775441871795544064,2021-05-26 23:28:46,"Yemen, with chandler bing. ","she got it 2nd time, is unlucky and has to suffer again. I mean if it was that bad for you in the 1st time, why no precautions? She didn't even bother to register for vaccine till the very end college asked for certificates. The ranting is so attention seeking and annoying now.",N/A
4273,1397696239903203329,58165286,2021-05-26 23:28:46,Australia,"For people with epilepsy, the risk of COVID-19 infection and potential complications far outweighs the risk of side effects from a vaccine. 
As with other vaccines, however, a fever can develop after a COVID-19 vaccination. This could lower the #seizure threshold in some people.",Australia
4275,1397696216893313024,1310317136447860737,2021-05-26 23:28:40,"Richmond, BC","As we head into recovery with the 4-step #BCRestart plan, we all look forward to hugging our family, seeing our friends &amp; opening up the economy. Let's support local businesses, such as the @KwantlenU Farmers Market, and register for the vaccine at https://t.co/PPKur9RTHg #bcpoli https://t.co/PW1ZvB8Ugl",Canada
4277,1397696209775566850,1396168688982577152,2021-05-26 23:28:39,,@labyrinthweaver With an experimental vaccine. #FFS,Italia
4279,1397696204079878149,522459226,2021-05-26 23:28:37,,"@rlamartini @kassiekitson @naomirwolf Also discrimination to make unvaccinated retail workers wear masks when vaxxed given option to unmask.  0.15 IFR, vaccine provides 1% absolute risk reduction.  How did this happen? 99% relative risk reduction is marketing nonsense. https://t.co/6EwUcIHkum",Italia
4281,1397696195003240450,18190712,2021-05-26 23:28:35,"Durham, NC","""We have to respect people's decision making process when it comes to the COVID-19 vaccine."" Dr Diane Rowley #DropInWithDrB #RIDEUNITEDNC @bahbybanks  @dontbeahost",United States
4282,1397696192507613185,249115282,2021-05-26 23:28:34,She/Her,These people are nuts https://t.co/x07zEx29LK,United States
4286,1397696181669490690,1283663270176452613,2021-05-26 23:28:32,Australia ,"@ScottMorrisonMP Our recovery needs two key things

Quarantine and Vaccine

You fuked up both

In any workplace in Australia, with this level of misconduct, you should have been fired and prosecuted already.",Australia
4288,1397696172974743553,1325197839509585921,2021-05-26 23:28:30,👨‍👧alys🦋,"If the vaccine people are the experts that we have to trust, why isn't this a 100% cure?  Doesn't seem like they're good at their job.  Looks like ""this is the best we can do"".  Losers.",Ecuador
4289,1397696167564091395,1350204530642755584,2021-05-26 23:28:28,,Lol the vaccine nurse said she could tell I was just pretending to be brave and that I'm not actually brave brave,Italia
4291,1397696157741109248,28603783,2021-05-26 23:28:26,,Rochester Philharmonic Orchestra members to serenade vaccine recipients https://t.co/mVNi9K3Y0T @danieljkushner #ClassicalMusic #orchestra #arts,Italia
4294,1397696154041729024,1327429737497681920,2021-05-26 23:28:25,,"On the other hand, I've almost figured out how the vaccine may be compounded. I can almost write down the formula..",Italia
4295,1397696151290187778,987923635,2021-05-26 23:28:25, AWAWB Kirrae Wurrung land ,"@tanya_plibersek but but - they're ""actively considering"" like they ""actively consider"" everything - vaccine rollout, climate action, Brittany Higgins' *Alleged* rapist etc.
ALL talk - NO action",N/A
4298,1397696146420768773,47826076,2021-05-26 23:28:23,United States,@paphysgen @PAHealthDept @WHCOS Please discuss why anyone would want to put an emergency use only vaccine into children under 18 that Covid19 has virtually zero deaths from. Kids are more likely to die by lightning than Covid-19. Please also discuss avg covid-19 death over 80yrs old with 3+ comorbidities. https://t.co/6NSbLSVzEs,United States
4299,1397696146257162244,1327003065652744193,2021-05-26 23:28:23,morgan🖤 ,instead of babysitting and having to fight this kid super hard to not squeeze my vaccine arm i wanna lay in bed with morgan and cuddle ughhh i love them so much,United States
4303,1397696138665332739,3184337670,2021-05-26 23:28:22,gay / trans guy / 20,as per usual vaccine denial is crafted by a small handful of individuals who aim to profit greatly off scaring the general public https://t.co/0w6RbD78qN,N/A
4304,1397696137541337090,1833919200,2021-05-26 23:28:21,United Kingdom 🇬🇧,"Coronavirus hospital admissions are ticking up with 70% now aged under 45

Hospitalisations are mostly among younger people and those who have been offered the vaccine but have yet to take up the offer, says head of NHS Providers

 https://t.co/9iPIuK44tP",United Kingdom
4305,1397696134945062915,1326733897808441344,2021-05-26 23:28:21,United States,@caonews People are scared of the vaccine,United States
4311,1397696118058749956,1395525833528209410,2021-05-26 23:28:17,Beveridge,@9NewsMelb @msanto92 Is there any other solution? The vaccine program is to slow.,United States
4312,1397696110823620608,273732335,2021-05-26 23:28:15,miami,Aight i see no zombies (fuck was waiting for it) i guess its time to get my vaccine,United States
4313,1397696101608734726,1310713421827112960,2021-05-26 23:28:13,"Brunswick, ME","@MindshockPod @NelsonMandelu @cptndavecaptain So how much do make from this bullshit?

https://t.co/knJgTvqP3K",United States
4315,1397696089663356931,1143594346857541633,2021-05-26 23:28:10,,@adri66215 what is this I don't even (also if the vaccine turned me into Mad Rat with a human lifespan I would accept that),Italia
4318,1397696078854561794,3776402921,2021-05-26 23:28:07,,@nytimes I know of two folks that have had strokes after this vaccine! One died. Both were in great health!,Italia
4320,1397696068486320132,5513142,2021-05-26 23:28:05,"Woodland Hills, Calif.",LA County: Dropping COVID-19 cases among health workers prove vaccine is working https://t.co/f6H7qQI0Wj https://t.co/y0tikJlIBD,United States
4321,1397696068381519873,273004526,2021-05-26 23:28:05,"Baltimore, MD",@kabumped How could any live music fan who spent the pandemic missing concerts not get vaccine at first chance of eligibility?  makes no sense.   get your jabs and move on.,United States
4324,1397696053944664071,29045559,2021-05-26 23:28:01,,"Really glad Aniplex rewarded the people who were patient enough to sit out the screening last year when there wasn't a vaccine yet, but having a second one. Kinda hope they would announce a screening of the first two as well since it's been a while.",Italia
4325,1397696046474555399,1231715660666769408,2021-05-26 23:28:00,Bastion Of Sanity,"Thank you to everyone who has gotten their vaccine and taken care of their kids getting their vaccine... Went out in Boulder yesterday where vaccine rates are &gt;70%... Feels back to normal. Our economy can thrive, our children / students can recover. Wouldn't that be amazing? https://t.co/xv29hDDVIE",Australia
4326,1397696046403244035,335254735,2021-05-26 23:28:00,,"@johnb78 Every time there's a chance to wean off zero dogma; they blink.
Vic took 2 months to get to 700 cases. I don't see how a) it's possible with vastly better tracing or b) it's leading to high mortality with incumbent vaccine levels and if needed 2 months to hyper-jab. All pointless",Italia
4328,1397696038992027650,73813227,2021-05-26 23:27:58,United States,"Mr. Grasset, who posted screenshots of the messages he received, said Anton had been willing to pay for 45- to 60-second videos on Instagram, TikTok or YouTube claiming that the Pfizer vaccine was deadly.",United States
4329,1397696027004710921,17580104,2021-05-26 23:27:55,REP. DOMINICANA ,"Only this I will say:

 Who made the Chinese virus CORONAVIRUS COVID 19 SARS COV 2 I KNEW WHAT I WAS DOING JUST on RNA where no human vaccine has ever been PRODUCED VIRUSCHINO
 STRANGE ???
Chinesse virus

@CNNEE
@Pontifex
@WHO
@opsoms
@nytimes @POTUS @FLOTUS @JoeBiden @DrBiden https://t.co/ReP1KezRV3",México
4330,1397696021166100480,58165286,2021-05-26 23:27:54,Australia,"Vaccines against COVID19 are currently approved and becoming available. 

There is currently no evidence to suggest that having #epilepsy is specifically associated with a higher risk of side effects from a COVID-19 vaccine. https://t.co/SwyQWpixgO",Australia
4331,1397696018599272451,370281589,2021-05-26 23:27:53,"Buffalo, N.Y.","I didn't realize my response to Wawrow was a test of my courage. But if you had to ask, LeBron is dumb not to take the vaccine, too. As Don Lemon said to Stephen A., this isn't the Tuskegee Project. The virus has been devastating to the black community. https://t.co/PtS30yeIvl",Canada
4333,1397696004443365376,36287570,2021-05-26 23:27:50,Yokohama,Plan to prioritize lawmakers for vaccinations in Japan postponed https://t.co/CtDJeevCQf,日本
4334,1397696002556002304,544019576,2021-05-26 23:27:49,"Sydney, New South Wales",@johnb78 Locking down to protect the people who could get a vaccine but won't would be particularly galling.,Australia
4338,1397695985996820481,1146712964,2021-05-26 23:27:45,Australia,No vaccine for Stockholm Syndrome as yet. https://t.co/4RHeZ40MxQ,Australia
4341,1397695958889025536,113920656,2021-05-26 23:27:39,"Melbourne, Australia","Wouldn't mind a vaccine right about now.

Or a federal quarantine facility.",Australia
4342,1397695957643317248,19627782,2021-05-26 23:27:38,Elsewhere,"#BREAKING still got nothing to add to my vaccine story. No drama, no complications. Yesterday I drove Bkk-Sisaket without any problems. No soreness, nothing to note.",United States
4344,1397695943705726977,1390828457282576384,2021-05-26 23:27:35,"Alberta, Canada",@JackieJanes8 @shazmamithani Covid injuries are real. Covid vaccine injuries are real.,Canada
4349,1397695917315092484,67693098,2021-05-26 23:27:29,,"The research is there. 
If people refuse to look it up and understand the risk before they inject themselves with an experimental vaccine... 
then sadly, they are their own worst enemies. https://t.co/tqrivew3oP",Italia
4500,1397698617981300738,161193462,2021-05-26 23:38:13,"melbourne, australia","@AllanRaskall I'd happily get the vaccine, I'm just not old enough yet",Australia
4501,1397698615716503558,1392196803735527431,2021-05-26 23:38:12,,@CBSNews SINCE U R ALLOWED TO DISCRIMINATE AGAINST PEOPLE THE NEXT THING WILL BE WHAT POLITICAL PARTY DO U VOTE FOR IF U SAY REPUBLICANS U CAN'T ENTER THIS SO CALLED VACCINE PASSPORT IS DISCRIMINATORY MOST PEOPLE HAVE STRONGER IMMUNITY THENTHIS EXPERIMENTAL VACCINE WE HAD THIS VIRUS,Italia
4504,1397698608355491841,4867289205,2021-05-26 23:38:10,England ,"@RobbieScrivene1 @Jo_el_le @rebeccaishere12 @BarryLaneEU @CliveTownsend3 @njbennett @dover_is @Kelly96968695 @Sinistro2010 @kgal1298 @krzysiek881988 @miyaya93 @imfry @tvdh_3 @SocLibBidenism @adoreyouclouds @JHeminge @JoeBiden Honest question: if you saw someone having what you believed was a serious, and life threatening reaction to a vaccine, would your first instinct be to:
1) help; or
2) record, publish, and fundraise off the event, such as by creating anti-vaccine propaganda and merch?",United Kingdom
4506,1397698596141666304,133277230,2021-05-26 23:38:07,,"Over 10,000 COVID-19 Infections Recorded in Americans Who Received a Vaccine: CDC https://t.co/6Pi5L4oCZk",Italia
4508,1397698590353592320,17004618,2021-05-26 23:38:06,Everywhere,"Here's the best investment in the world right now, and the West is not taking it: Spend $50 billion to vaccinate people in developing countries worldwide, and, the IMF says, this will generate $9 trillion in economic returns. I hope Biden reads my column https://t.co/iGYeVEmvF8",România
4509,1397698590202425344,910010214,2021-05-26 23:38:06,Palawan,"Also VERY IMPORTANT on the vaccine screening you have to tell everything specially allergy related conditions,so the medical experts can fully assessed our condition prior vaccination.",Luzon
4510,1397698589720080384,1548054144,2021-05-26 23:38:06,,@samanthamaiden @GregHuntMP BRING THE VACCINE TO THE PEOPLE NOT THE PEOPLE TO THE VACCINE!,Italia
4511,1397698589246251011,1258899039455776769,2021-05-26 23:38:06,Sheffield,A gentle reminder that I got my first vaccine today hehe,United Kingdom
4512,1397698587572588546,819119266863529984,2021-05-26 23:38:05,United States,this vaccine is gonna make my kid have three balls,United States
4513,1397698581759369219,2688730106,2021-05-26 23:38:04,,@catsandbuds420 I would get the vaccine along with a different significant other.,Italia
4514,1397698581528731656,731310544100179969,2021-05-26 23:38:04,,"@martinenserink I am also a participant. They unblinded me last week and told me I got the vaccine. I'm staying in the trial for now, but if they don't apply within the next 2-3 weeks I'll probably get the BioNTech vaccine. It's a bit annoying but I want to be able to travel easily.",Italia
4515,1397698575463686149,749732502,2021-05-26 23:38:03,"Colorado Springs, CO",@GovofCO are people who are Co residents who got covid vaccine from VA or military bases eligible for $1M?,United States
4516,1397698574729809921,519743207,2021-05-26 23:38:02,"North West, England",@Kateykate_10 ignore the vaccine ignorant - we all get the same treatment from Covidiots,Norge
4519,1397698559630139394,4321584562,2021-05-26 23:37:59,,@TheLordNarwhal @agranato42 I hear there's a vaccine for this,Italia
4520,1397698548976689154,3720171979,2021-05-26 23:37:56,,"@moderna_tx I had my first dose of Moderna vaccine last April 10. I did not experience any side effects at all.  I even felt better. 
Looking forward to having my second dose. Thank you. https://t.co/IT7qx9bS9q",Italia
4521,1397698547714252803,32583050,2021-05-26 23:37:56,,Tennessee anti-vaxxer arrested after deliberately plowing car through vaccination site - Raw Story - Celebrating 17 Years of Independent Journalism https://t.co/LtCt5exqjg,Italia
4522,1397698543939371010,31319128,2021-05-26 23:37:55,Western Wa.,"2nd Pfizer Vaccine is done! (@ Rite Aid in Arlington, WA) https://t.co/6Da2aDstx1",United States
4523,1397698543390007301,1310436851182792704,2021-05-26 23:37:55,United States,"@TomBeck56174652 @EaglesJoey I was skeptical, given the data, from the very beginning of this vaccine.",United States
4524,1397698543201263621,1012406400771903488,2021-05-26 23:37:55,my mind,i wish the covid vaccine got rid of emotions,မြန်မာ
4525,1397698539325739016,808769312605564928,2021-05-26 23:37:54,,"Just got my 1st round of the vaccine. #PfizerGang. 
#PfizerVaccine #Pfizer #vaccinated #vaccinate",Italia
4527,1397698526025457666,402478144,2021-05-26 23:37:51,,"More than 30 of the 43 doctors who had died in Bengal in second wave were fully vaccinated. - Is the vaccine safe or effective?? You bet your life.
 https://t.co/LZ34fVYgRv",Italia
4529,1397698513287348225,1284305974925262848,2021-05-26 23:37:48,,@leighsales Why has the Federal Government been stock piling the vaccine instead of getting it into people's arms?,Italia
4531,1397698509600665602,64197283,2021-05-26 23:37:47,"Cincinnati, OH","I did not win Ohio's vaccine lottery. Clearly, there was some sort of mistake.",United States
4534,1397698508560506880,864140845,2021-05-26 23:37:47,,"@LOLGOP How about a lottery for the rest of us who wore masks, social distanced and got the vaccine willingly?",Italia
4535,1397698507797151750,1397533434545938435,2021-05-26 23:37:46,,Where can I book 3 vaccine  appointments at the Eastlink Center for myself and 2 daughters 14&amp;16 years old ?,Italia
4536,1397698501132365825,38023838,2021-05-26 23:37:45,Eastern Ontario,Youth are expected to receive their second dose of vaccine by the end of August. Further information will be shared in the coming days from both public health units as well as the #UCDSB. #UCDSBboardmeeting,Canada
4538,1397698496283648003,859234990340546560,2021-05-26 23:37:44,"Cold Lake, Alberta","@herrick_ethan The RWNJ vaccine, and they can all get their second doses at Stampede",Canada
4541,1397698492093534208,2204365236,2021-05-26 23:37:43,,"So are the ""health experts"" who are recommending lockdown the same ones who stuffed up quarantine, contract tracing and vaccine rollout?",Italia
4542,1397698481502912515,1270815439321329665,2021-05-26 23:37:40,"Hawthorne, NV","Fauci: Vaccine boosters probably needed, but timing unclear https://t.co/UfrStOYQ9d",United States
4544,1397698476641824769,258445512,2021-05-26 23:37:39,UK and India ,@AmanKum71815834 @ndtv He called Allopathy stupid science and claimed thousands of doctors died after double dose of vaccine. (Which is a lie) And also made fun saying khud ko nahi bacha paye to doosron ko kya bachayenge. This brings the public morale down towards doctors who are working day and night,United Kingdom
4547,1397698459004653574,1387387808700977154,2021-05-26 23:37:35,,#melbournelockdown is #Scottysfault we should have had dedicated quarantine facilities by now &amp; a vaccine roll out,Italia
4548,1397698458522427393,38023838,2021-05-26 23:37:35,Eastern Ontario,"Clinics will be operated by the health units and held in already established clinic sites. During these clinics, there will be an opportunity to do wellness check-ins with families during the wait time after the administration of their vaccine.",Canada
4552,1397698442848317440,1029534532104544256,2021-05-26 23:37:31,,@GavinNewsom We need a vaccine to stop the mass shootings! The vaccine is in Washington DC! Get your act together and start passing gun laws   To SAVE LIVES !,Italia
4554,1397698436116271104,1333549998739361792,2021-05-26 23:37:29,Stolen Land / yyc,@theonlyJaReW I'm just gonna follow the advice of doctors and wear a mask until I get my second vaccine,N/A
4555,1397698428667412481,15720622,2021-05-26 23:37:28,,U.S. Health Administration Suspends Business Requirement to Report Adverse Coronavirus Vaccine Reactions - https://t.co/v0TCbYEQPl https://t.co/OVEZFIcx5r,Italia
4557,1397698404298395648,855805818,2021-05-26 23:37:22,Ontario,"She feels really uncomfortable about the vaccine, but feels she has no other options, any advice or opinion?",Canada
4558,1397698402943651840,1263179565935058946,2021-05-26 23:37:21,,@Marston4ca42 @KristineHicks06 Let those who don't wear masks and refuse the vaccine bear the brunt of this.,Italia
4561,1397698396413104140,47786356,2021-05-26 23:37:20,,if you put ketchup on lasagna you should get premium vaccine access,Italia
4563,1397698396106883072,475774478,2021-05-26 23:37:20,,"@finn_phineas @see_em_ay_more @jevooo_22 Again, herd immunity. The majority of us will take the bullet with the vaccine so your wife can remain safer",Italia
4564,1397698392977920001,1351710324597030913,2021-05-26 23:37:19,,15 yr old dies 2 days after vaccine https://t.co/aiLcsCYZPn,Italia
4566,1397698388636758016,751725519461228544,2021-05-26 23:37:18,Australia ,We really should not have a national vaccine rollout handled as ineffectively as the National Broadband Network rollout.,Australia
4569,1397698373151461376,1252786998223355904,2021-05-26 23:37:14,,welcome to the fantasy city of Vaccine,Italia
4570,1397698369137504257,1585876842,2021-05-26 23:37:13,"Melbourne, Australia",@mottersjames All of the above plus vaccine rollout/hesitancy and no dedicated quarantine,Australia
4571,1397698367459790848,175238215,2021-05-26 23:37:13,Australia,"""Further support"". Further to what. You have utterly failed aged care residents in Victoria again. Last time with protection from the virus. This time with vaccine roll, out.
And where were you this morning evading @RNBreakfast. https://t.co/SGjrI2ynmw",Australia
4574,1397698358509142017,15056260,2021-05-26 23:37:11,Kuala Lumpur,"Of course, people's anger will be directed to the whole thing, MySajetera/AZ Vaccine site - folks view them as one entity even though it is done by a different team. 

Can't blame end users for it. Also people are in panic state, combine the two - it just turns them ....",Malaysia
4576,1397698353635368964,892467193,2021-05-26 23:37:10,She/her | 19,Awesamdude anti vaccine arc?!! /j,United States
4580,1397698346991558656,1395049465979965441,2021-05-26 23:37:08,,@DominicSchmidt_ jokes on you i got the vaccine,Italia
4581,1397698342650466305,272514399,2021-05-26 23:37:07,Research Triangle,Two weeks ago today I was given the second dose of the Moderna vaccine. I am fully and effectively vaccinated as of today!,United States
4582,1397698340519776262,1580665164,2021-05-26 23:37:07,,"@asfarasyouknow3 @lionheartleojai @BrentLaudham Yep. It's now become a classic ""if you refuse AZ you are simply a selfish human"" argument.

which puzzles me given that the current mass use of a vaccine, monitoring for adverse events [and screening out unsuitable ppl B4 vaxx] is an important final step in the trial process.",Italia
4583,1397698338028503043,1275169446752067585,2021-05-26 23:37:06,"Boston, MA","Conservatives: ""COVID is just the flu but also it's a hoax but also it's China's fault and Trump deserves credit for the vaccine but also the vaccine is a gov plot to implant us all with microchips.""

Do I have that right?",United States
4584,1397698328385789953,38742914,2021-05-26 23:37:04,"Awesome Trot, KY","@BrandoAKing I want a vaccine passport so we can go on with our lives, and make the crazy people wake up.",N/A
4585,1397698323310465024,832598791,2021-05-26 23:37:02,,"@ekkiet @veriteetfeu Being outside the camp was far more dangerous the vaccine, and both limit the freedom of individuals.",Italia
4586,1397698322975150081,35229245,2021-05-26 23:37:02,he/him,"went to an intro to social justice &amp; global health talk, and while there were some interesting discussion, wish more was said &amp; expanded on colonialism. this is even more relevant with COVID-19 and vaccine distribution.",Nigeria
4587,1397698315580551170,1370566751902109700,2021-05-26 23:37:01,TX,"New available appointments detected!
Provider: H-E-B
Location:
Spicewood Springs H-E-B
12860 Research Blvd Austin, Tx 78750-3222
Austin

Number of Appt Slots: 51
Registration link: https://t.co/a6BP8AiXj3

[26-05-2021 18:37:01]",United States
4588,1397698315001765890,1370566751902109700,2021-05-26 23:37:00,TX,"New available appointments detected!
Provider: H-E-B
Location:
Kyle H-E-B Plus!
5401 South Fm 1626 Kyle, Tx 78640-6038
Kyle

Number of Appt Slots: 66
Registration link: https://t.co/a6BP8AiXj3

[26-05-2021 18:37:00]",United States
4590,1397698314330644483,1391674877522874372,2021-05-26 23:37:00,,@gorskon Does the vaccine harm a pregnant woman?,Italia
4591,1397698313172967424,1205883804897988611,2021-05-26 23:37:00,,"@bbclaurak 128,000+ deaths on an island with just 3 times the population of NZ &amp; Australia (30 deaths). Disgusting!! Never mind the vaccine rollout, there should never be a need for it. This government has blood on its hands. Simple",Italia
4592,1397698309179908099,2349800210,2021-05-26 23:36:59,TY Stacy Abrams!,"@RawStory Historically, paranoia and conspiracy theories about vaccines have occurred across the aisle, although recent data suggests Republicans and Trump supporters are the largest anti-vaccine group. Why? They can't authoritatively say.",N/A
4593,1397698300296404996,1363542670463750151,2021-05-26 23:36:57,San Antonio,"New available appointments detected!
Provider: H-E-B
Location:
Mccreless Market H-E-B Plus!
4100 South New Braunfels San Antonio, Tx 78223-1717
San Antonio

Number of Appt Slots: 74
Registration link: https://t.co/pkhD2CW4no

[26-05-2021 18:36:57]",United States
4594,1397698299596050433,1363542670463750151,2021-05-26 23:36:57,San Antonio,"New available appointments detected!
Provider: H-E-B
Location:
Schertz H-E-B Plus!
17460 I.h. 35 North Schertz, Tx 78154-1264
Schertz

Number of Appt Slots: 87
Registration link: https://t.co/pkhD2DdFLY

[26-05-2021 18:36:57]",United States
4595,1397698298958467076,1269516913895407616,2021-05-26 23:36:57,,"""Get the vaccine if it saves even one life!""

""What if it costs someone their life?""

""Conspiracy theorist! Stop tryna kill mah Grandma! Reeeeeeeeeee!""",Italia
4596,1397698295686967300,1281346493186822144,2021-05-26 23:36:56,"Boston, MA",I got the vaccine and I'm gay! https://t.co/qIQbx3RvwU,United States
4597,1397698294994796545,347784319,2021-05-26 23:36:56,Melbourne,"Hey Doc (evil) people aren't taking the vaccine.
A:So we will create a panic 
Q:Where?
A:Lower end of town, they'll beleive it. 
Q:But they aren't getting tested.
A:Give them incentives, we will PAY them. 
Q:Will it Work?
A: Of course it will we've got them right where want them",Australia
4598,1397698288317513729,1341480939671740420,2021-05-26 23:36:54,,SAVE LIVES AND GET YOUR COVID 19 VACCINE https://t.co/a6CkhoXePX,Italia
4600,1397698280113332228,461775993,2021-05-26 23:36:52,,"@CeagleChris @Auspol @pm_live @ScottMorrisonMP @GladysB Don't know what to say Chris, except that the vaccine is not the saviour.",Italia
4601,1397698273352224777,1246614721274490880,2021-05-26 23:36:51,,@TwSizemore313 @louvswallstreet There's alot of...... How should I say..... Sheltered people out there... Ffs.. some believe a guy that couldn't get rid of a virus on a desktop should have a say in a vaccine for the public...,Italia
4603,1397698255983497216,16409048,2021-05-26 23:36:46,"Seattle, WA",@profshanecrotty Does this hold for vaccine induced immunity as well?,United States
4606,1397698238170361858,141030465,2021-05-26 23:36:42,,"am i dizzy because of my new medication or the vaccine? 

a mystery",Italia
4609,1397698218956267520,3242722336,2021-05-26 23:36:38,"Burlington, ON, expat USA",@DocMCohen Just another vaccine F up by @fordnation and @celliottability  they put their heads in the sand and blame everyone else.,N/A
4610,1397698218901708802,796215762784391169,2021-05-26 23:36:38,"Melbourne, Victoria",Vaccine pressure on Scomo as Melbourne cluster grows https://t.co/b51Mwxm0qn https://t.co/m5o8FqtjY1,Australia
4611,1397698217693822983,1090425767878684673,2021-05-26 23:36:37,subway,this vaccine already sucking and fucking every muscle on my left side,United States
4612,1397698215043026945,1397551988687183880,2021-05-26 23:36:37,,"BREAKING: @Facebook Whistleblowers Expose LEAKED INTERNAL DOCS Detailing New Effort to Secretly Censor Vaccine Concerns on a Global Scale

#ExposeFacebook https://t.co/YyJ96n1pZc",Italia
4613,1397698208323674115,1337997902422056960,2021-05-26 23:36:35,,"@drharshvardhan @MoHFW_INDIA @PMOIndia @narendramodi @BJP4India @JPNadda @AmitShah @AyushmanNHA @moayush @PIB_India I salute to Our Honourable Health Minister Shri Dr Harshvardhan ji as part of Largest Vaccine Drive
Cummulative Covld 19 Vaccine Doses Administered in the country.exceed 20.25 Crore.
More than 1.38 Cr Beneficiaries of Age group 18-44 vaccinated so far.
More than 17.19 Lakh Doses",Italia
4614,1397698202363518978,493554821,2021-05-26 23:36:34,san Diego,"@VP The only vaccine for gun violence pandemic in the US is to repeal the second amendment. It was relevant then, not now. It has no place in this day and age. Rest is all like  applying bandaid on a cancer and to hope for a miracle cure.",United States
4615,1397698200815824899,856206372,2021-05-26 23:36:33,"Down a bit, right a bit.","Do you think people are holding back from getting the vaccine in their true age cohort because they are professionally invested in being considered as younger? 

This is a real question by the way. And I think it applies to many women who are mercilessly judged on perceived age.",N/A
4617,1397698197720502272,541555779,2021-05-26 23:36:32,"Brisbane, Australia","@DEFendFURiously @maryrosebrand Our Doctor just told us that a strong reaction is a good thing, means the vaccine is really doing its job.",Australia
4618,1397698195216551936,622212087,2021-05-26 23:36:32,Central America,"""Model dies after receiving COVID vaccine. She was just 39.

'Woke up feeling fine &amp; then within an hour I had body shakes, all my joints seized [up] &amp; I was struggling to breathe..."" 

...Stephanie Dubois posted on Facebook on May 14.""

https://t.co/VkRyjRYjEw",Australia
4619,1397698173968150528,956714643891806208,2021-05-26 23:36:27,"Selangor, Malaysia","At least the #AstraZeneca vaccines bought don't go to waste. Now we know that despite risks of vaccine &amp; the early hesitancy now no longer a concern for Malaysian.

People who register feel that they are having a better prospect of getting vaccinated more present &amp; real. https://t.co/hd29rNWK6I",Malaysia
4620,1397698173703950346,2496637136,2021-05-26 23:36:27,Derbyshire | He/Him,"@leo1979xz Again, when does the vaccine resurrect those people? They're dead because of Johnson's dither and delay for 7 weeks, despite the data and the first lockdown having taught him fo go fast and early.

There's being perfect, and there's making the same mistake thrice killing 10,000s!",N/A
4622,1397698145589641218,55601403,2021-05-26 23:36:20,"Pembroke Pines, Florida, USA","Get a vaccine or wear a mask, please! https://t.co/87a3U4oVeH",United States
4623,1397698145304256515,154087060,2021-05-26 23:36:20,"Arizona, USA",@KillerOx11 Get what? The vaccine? Absolutely not.,United States
4625,1397698123737276417,1046792822039482368,2021-05-26 23:36:15,"Los Angeles, CA","Health officials are continuing their effort to convince an increasingly hesitant public about the effectiveness and safety of the vaccines, for which demand has dropped sharply in recent weeks.

https://t.co/LrTMyYBA1F",United States
4626,1397698120876756994,247398320,2021-05-26 23:36:14,Cleveland,Maybe next week...: https://t.co/XhOZINFQxP,United States
4627,1397698114325155840,1244931384,2021-05-26 23:36:13,,"@johnpavlovitz you may never be a grandpa because of it, but you don't like white people anyway so who cares i guess https://t.co/tIcyTx5Khj",Italia
4628,1397698110118301699,1176568765,2021-05-26 23:36:12,michigan,If I use Trump as an excuse not to take the vaccine shouldn't that be good enough for the left,United States
4629,1397698107849256963,1632897678,2021-05-26 23:36:11,,"@krebiozen @WendyOrent @ailsa_graham @BlueLionBlog @drchriscole @ianfmusgrave @sovereigntymama @AndrewLazarus4 @cheile @Juanita87722370 @badzoot7 @JakeEschen @DreadPirRob42 @LifeDorr @BeckyJohnson222 @jkellyca @David_5705 @LauraDekker1 @MacBaird13 @seemomster @doritmi @_mamadeb @fiski70 @AntivaxNi66a @EdDarrell @SkepticalASDMom @Monstercoyliar @MyxaZZ @StopVaxxedLies @TakeThatCDC @LenGrunstein @SmilesbyPayet @SocialHermitCal @lawnatural @MarkSchirmer4 @Awithonelison @Sheldon_Walker_ @jp_miner @mcfunny @JaneEOpie @TThoughtmonger @Boxmenot @immunotoxPhD @MAhealthforkids @TioChango_ @Rosewind2007 @saluce65 @kuriousmind93 @downeyballs @asiamoonbloom Am hesitant to schedule my second vaccine, because I almost fainted making it to the back of store to the pharmacy (where they were terrific), even if I get someone to drive me.

I'll probably do it anyway, because I'm up.",Italia
4630,1397698106922131456,243456584,2021-05-26 23:36:11,Melbourne,"40k tests and nearly 13k vaccine doses is an incredible effort tbh, well done all involved. #COVID19Vic https://t.co/htoFd3otdk",Australia
4633,1397698099104071682,758823170,2021-05-26 23:36:09,Philippines,That mad scramble for Pfizer vaccine https://t.co/bdKyXW1Jqn,Philippines
4635,1397698089691975683,782175002745458688,2021-05-26 23:36:07,"Arizona, USA",Understanding mRNA COVID-19 Vaccines https://t.co/FitEwjLvUq via @CDCgov,United States
4637,1397698086814851072,1265573202576760832,2021-05-26 23:36:06,,@abdallahelgo yeah ik its that uk know how elon musk was trying to control the human mind by a nano chip or smth like that ? well yeah think abt it having a vaccine that almost everyone will be patiently waiting to take and adding that nano chip into it its not abt chinese of vaccine or not i,Italia
4639,1397698074571587589,41303661,2021-05-26 23:36:03,,@DavidStaplesYEG I choose the freedom to make a decision. Not that hard. If you're afraid of COVID then get the vaccine and move on with your life. Stop with the fake moral bullshit,Italia
